"n_grp","start","end","text","video_id","suffix"
270,722.92,725.629,"à la prison de Nanterre de mes yeux vu parce que je participe la nuit avec une","6IOUEJN6GRI","bfm"
271,725.629,727.04,"partie des agents pénitencies à ses","6IOUEJN6GRI","bfm"
272,727.04,730.069,"fouilles des lunettes connectées par exemple.","6IOUEJN6GRI","bfm"
273,730.069,731.36,"Exactement. Donc en fait on voit bien","6IOUEJN6GRI","bfm"
274,731.36,733.069,"rentre bah ça rentre peu partout. Ça rentre","6IOUEJN6GRI","bfm"
275,733.069,734.04,"parce qu'il y a des drones qui vient","6IOUEJN6GRI","bfm"
276,734.04,738.75,"livrer des colis. Ça rentre parce que il y a des ce qu'on appelle des","6IOUEJN6GRI","bfm"
277,738.75,740.199,"projections. Ceux qui habitent près des","6IOUEJN6GRI","bfm"
278,740.199,742.629,"prisons voi qu'on lance parfois des choses à travers les murs. Ça rentre par","6IOUEJN6GRI","bfm"
279,742.629,744.839,"le parloir parfois par les familles. Ça","6IOUEJN6GRI","bfm"
280,744.839,749.509,"rentre par aussi la corruption d'agents pénitentiaire. Ça peut arriver. Euh et","6IOUEJN6GRI","bfm"
281,749.509,751.04,"donc euh on voit bien qu'on a laissé","6IOUEJN6GRI","bfm"
282,751.04,753.269,"faire des choses. Vous avez dit deux fois le mot","6IOUEJN6GRI","bfm"
283,753.269,754.72,"corruption, j'y reviendrai mais euh","6IOUEJN6GRI","bfm"
284,754.72,758.43,"Gérald Darman quand vous dites sur euh ces ces saisie donc de portable de","6IOUEJN6GRI","bfm"
285,758.43,760.56,"drogue euh il y a aussi le sentiment","6IOUEJN6GRI","bfm"
286,760.56,764.43,"qu'il y a une forme de provocation et donc s'il y a provocation il y a","6IOUEJN6GRI","bfm"
287,764.43,766.48,"sentiment d'impunité. Il y a 10 jours,","6IOUEJN6GRI","bfm"
288,766.48,769.15,"il y a eu deux détenus qui s'échappaient de la prison de Dijon. L'un d'eux, me","6IOUEJN6GRI","bfm"
289,769.15,770.959,"semble-t-il, a été rattrapé. L'autre","6IOUEJN6GRI","bfm"
290,770.959,772.11,"court toujours d'ailleurs. Oui.","6IOUEJN6GRI","bfm"
291,772.11,774.279,"Oui. Gérald Darmanin, on découvre à","6IOUEJN6GRI","bfm"
292,774.279,778.79,"postériori que l'un de ces deux avait un compte TikTok, un téléphone internet","6IOUEJN6GRI","bfm"
293,778.79,781.48,"donc un compte TikTok où il se filmait","6IOUEJN6GRI","bfm"
294,781.48,785.59,"en direct de sa cellule et où il vendait même via TikTok de la drogue et des","6IOUEJN6GRI","bfm"
295,785.59,787.24,"téléphones portables. Et puis à la","6IOUEJN6GRI","bfm"
296,787.24,791.87,"prison de Château d'in et ça on peut voir les images, il y a un détenu en ce","6IOUEJN6GRI","bfm"
297,791.87,794.24,"moment même semble-t-il qui a deux","6IOUEJN6GRI","bfm"
298,794.24,800.11,"comptes TikTok qui cumule à lui tout seul plus de 60000 followers. Il","6IOUEJN6GRI","bfm"
299,800.11,803.32,"s'exprime sous le titre de le déjantter.","6IOUEJN6GRI","bfm"
300,803.32,806.23,"Euh comment est-ce que c'est possible ? C'est-à-dire que non seulement ça veut","6IOUEJN6GRI","bfm"
301,806.23,808.04,"dire qu'ils ont un portable, qu'ils ont","6IOUEJN6GRI","bfm"
302,808.04,811.509,"internet, mais ça veut aussi dire qu'ils n'ont peur de rien puisque ils le font à","6IOUEJN6GRI","bfm"
303,811.509,812.839,"visage totalement découvert. Nous, on","6IOUEJN6GRI","bfm"
304,812.839,815.91,"floute parce qu'on respecte la loi, mais en réalité, ils le font un visage","6IOUEJN6GRI","bfm"
305,815.91,817.079,"découvert. C'estd qu'ils n'ont peur de","6IOUEJN6GRI","bfm"
306,817.079,820.55,"rien. On sait où ils sont, on peut les retrouver sur TikTok ou alors vous avez","6IOUEJN6GRI","bfm"
307,820.55,821.68,"vous êtes naïf et vous regardez pas","6IOUEJN6GRI","bfm"
308,821.68,824.11,"TikTok quand vous travaillez dans les dans les prisons. Mais","6IOUEJN6GRI","bfm"
309,824.11,825.639,"moi je pense que je suis tout sauf naïf","6IOUEJN6GRI","bfm"
310,825.639,829.71,"et que justement je remets de l'ordre dans les prisons. Il y a 80000 86000","6IOUEJN6GRI","bfm"
311,829.71,831.92,"détenus et il y a 200 prisons et nous","6IOUEJN6GRI","bfm"
312,831.92,834.47,"sommes en train de rétablir l'ordre dans chacune d'entre elles. Évidemment, ça","6IOUEJN6GRI","bfm"
313,834.47,835.759,"prend du temps. Je le fais avec beaucoup","6IOUEJN6GRI","bfm"
314,835.759,839.91,"de fermeté. Je pense qu'une partie de ce que vous évoquez n'existe plus. Et quand","6IOUEJN6GRI","bfm"
315,839.91,841.839,"on aura l'occasion d'en reparler, on","6IOUEJN6GRI","bfm"
316,841.839,844.47,"pourra aussi dire que pendant la loi et je pense dès le début du mois de","6IOUEJN6GRI","bfm"
317,844.47,846.16,"janvier, je prendrai une disposition","6IOUEJN6GRI","bfm"
318,846.16,850.11,"réglementaire, c'est-à-dire sans passer par la loi qui met fin aux remise de","6IOUEJN6GRI","bfm"
319,850.11,851.16,"peine lorsqu'on trouve un téléphone","6IOUEJN6GRI","bfm"
320,851.16,853.43,"portable dans une prison. Parce qu'aujourd'hui, quand on trouve un","6IOUEJN6GRI","bfm"
321,853.43,854.399,"téléphone portable dans une prison,","6IOUEJN6GRI","bfm"
322,854.399,857.23,"donc tous c tous ces téléphones que vous avez trouvé, ça a comme conséquence","6IOUEJN6GRI","bfm"
323,857.23,859.04,"immédiate qu'ils n'auront pas de remise","6IOUEJN6GRI","bfm"
324,859.04,861.829,"de place. Je change je change en ce moment le règlement parce que qu'est-ce","6IOUEJN6GRI","bfm"
325,861.829,862.759,"qui se passe aujourd'hui quand on trouve","6IOUEJN6GRI","bfm"
326,862.759,866.629,"un téléphone dans une prison ? La plupart du temps on le jette point. Il y","6IOUEJN6GRI","bfm"
327,866.629,868.48,"a parfois du quartier disciplinaire","6IOUEJN6GRI","bfm"
328,868.48,872.069,"pendant 10 jours, 5 jours, 12 jours. Les détenus vont dans le quartier","6IOUEJN6GRI","bfm"
329,872.069,873.68,"disciplinaire mais il se passe pas","6IOUEJN6GRI","bfm"
330,873.68,878.59,"grand-chose. Bon donc là il faut qu'on arrête cette naïveté. Je vais changer le","6IOUEJN6GRI","bfm"
331,878.59,880.6,"règlement. Je vais changer nos textes de","6IOUEJN6GRI","bfm"
332,880.6,884.629,"loi très rapidement pour le début du mois de janvier pour dire que ceux qui","6IOUEJN6GRI","bfm"
333,884.629,886.199,"ont un téléphone portable et que l'on","6IOUEJN6GRI","bfm"
334,886.199,888.31,"trouvera une fouille, qu'on les trouvera, fallait-il faire des fouilles","6IOUEJN6GRI","bfm"
335,888.31,890.24,"jusqu'à présent ? faisait pas forcément","6IOUEJN6GRI","bfm"
336,890.24,892.949,"à ce niveau et ben ils n'auront pas de remise de peine.","6IOUEJN6GRI","bfm"
337,892.949,894.48,"Est-ce que ces fouilles elles vont avoir","6IOUEJN6GRI","bfm"
338,894.48,898.59,"lieu une fois ou est-ce qu'elles vont désormais être répété régulièrement ?","6IOUEJN6GRI","bfm"
339,898.59,899.639,"Exactement. Moi, je mets en place une","6IOUEJN6GRI","bfm"
340,899.639,903.47,"police pénitentiaire, c'est-à-dire des gens dont le travail sera de faire ses","6IOUEJN6GRI","bfm"
341,903.47,906.04,"fouilles de façon systématique et","6IOUEJN6GRI","bfm"
342,906.04,909.509,"évidemment elles seront très largement mis en place, mais aussi des fouilles au","6IOUEJN6GRI","bfm"
343,909.509,911.279,"parloir parce qu'une partie de ces","6IOUEJN6GRI","bfm"
344,911.279,914.67,"objets rentre par les parloirs et je constate que dans certaines prisons","6IOUEJN6GRI","bfm"
345,914.67,916,"d'Î-Fance, désormais les fouilles sont","6IOUEJN6GRI","bfm"
346,916,918.91,"systématiques au parloir tous les jours et c'est une très bonne chose. On trouve","6IOUEJN6GRI","bfm"
347,918.91,920.16,"plus de drogue. Si je prends l'exemple","6IOUEJN6GRI","bfm"
348,920.16,923.629,"la maison d'Arine Nanterre, le contrôle qui a été encore fait au parloir hier","6IOUEJN6GRI","bfm"
349,923.629,925.8,"par le préfet de scè que je remercie","6IOUEJN6GRI","bfm"
350,925.8,929.309,"montre que nous avons réétabli me semble-t-il des gens qui acceptent","6IOUEJN6GRI","bfm"
351,929.309,931.279,"d'aller voir les détenus sans apporter","6IOUEJN6GRI","bfm"
352,931.279,934.629,"de drogue, sans apporter de téléphone. Autre contradiction parmi ce que vous","6IOUEJN6GRI","bfm"
353,934.629,937.44,"avez pointé Gérald de Darmanin, la","6IOUEJN6GRI","bfm"
354,937.44,941.79,"prison de Vandin Leviel, c'est une des prisons que vous avez souhaité comme on","6IOUEJN6GRI","bfm"
355,941.79,943.639,"des prisons de haute sécurité comme on","6IOUEJN6GRI","bfm"
356,943.639,948.87,"dit avec des détenus sélectionnés comme étant parmi les plus dangereux du pays.","6IOUEJN6GRI","bfm"
357,948.87,950.44,"Pas de téléphone, pas de contact avec","6IOUEJN6GRI","bfm"
358,950.44,955.069,"l'extérieur et pourtant le 24 novembre dernier, l'un des détenus de cette","6IOUEJN6GRI","bfm"
359,955.069,956.72,"nouvelle prison de haute sécurité a","6IOUEJN6GRI","bfm"
360,956.72,963.47,"obtenu une permission de sortir par le juge par le juge des libertés,","6IOUEJN6GRI","bfm"
361,963.47,966.04,"contrairement à ce qu'avait demandé","6IOUEJN6GRI","bfm"
362,966.04,971.43,"justement le directeur de de la prison et le parquet","6IOUEJN6GRI","bfm"
363,971.43,974.199,"et donc il est passé d'une prison où","6IOUEJN6GRI","bfm"
364,974.199,977.91,"vous êtes vous vous le dites encore ce matin, il est censé être coupé du monde.","6IOUEJN6GRI","bfm"
365,977.91,979.839,"monde ne pas avoir accès à un téléphone","6IOUEJN6GRI","bfm"
366,979.839,983.43,"portable à tout d'un coup une journée où il a pu traverser la France, prendre le","6IOUEJN6GRI","bfm"
367,983.43,986.48,"TGV, utiliser à volonté le téléphone de","6IOUEJN6GRI","bfm"
368,986.48,991.59,"sa femme. Il y a quand même un problème, c'est a une contradiction manifeste.","6IOUEJN6GRI","bfm"
369,991.59,993.319,"Le juge d'application des PES l'a","6IOUEJN6GRI","bfm"
370,993.319,996.87,"décidé. Moi, je critique pas une décision euh indépendante d'un juge.","6IOUEJN6GRI","bfm"
371,996.87,998,"Non, parce qu'il applique la loi. La loi","6IOUEJN6GRI","bfm"
372,998,1000.71,"est donc mal faite. On va changer la loi. Personne ne comprend. Quelqu'un qui","6IOUEJN6GRI","bfm"
373,1000.71,1001.92,"soit en régime carcéral de haute","6IOUEJN6GRI","bfm"
374,1001.92,1006.11,"sécurité, c'est le même régime antimafia en Italie, hein. La France n'invente","6IOUEJN6GRI","bfm"
375,1006.11,1008.639,"rien. Elle a copié la fermeté italienne","6IOUEJN6GRI","bfm"
376,1008.639,1011.509,"qui a fonctionné dans la lutte antimafia. Et ben évidemment quand vous","6IOUEJN6GRI","bfm"
377,1011.509,1012.88,"êtes dans un quartier de haute sécurité,","6IOUEJN6GRI","bfm"
378,1012.88,1017.189,"vous ne pouvez pas alors que votre libération est supposée dans 3 ans avoir","6IOUEJN6GRI","bfm"
379,1017.189,1018.959,"un entretien d'embauche physique. On","6IOUEJN6GRI","bfm"
380,1018.959,1022.67,"aurait pu le faire d'ailleurs en vidéo en viso. C'était tout à fait possible","6IOUEJN6GRI","bfm"
381,1022.67,1026.039,"d'ailleurs euh par par l'application","6IOUEJN6GRI","bfm"
382,1026.039,1029.11,"d'une règle qui est totalement absurde. Mais ça pardon, le juge pouvait tout à","6IOUEJN6GRI","bfm"
383,1029.11,1030.16,"fait en décider. Il aurait pu dire","6IOUEJN6GRI","bfm"
384,1030.16,1034.27,"""J'autorise cet entretien d'embauche en plus un un entretien d'embauche","6IOUEJN6GRI","bfm"
385,1034.27,1036.88,"potentiel avec un futur employeur je","6IOUEJN6GRI","bfm"
386,1036.88,1039.87,"l'autorise mais mais par vis."" il n'a pas il n'a pas souhaité le faire comme","6IOUEJN6GRI","bfm"
387,1039.87,1041.839,"il faut euh que l'on puisse mettre","6IOUEJN6GRI","bfm"
388,1041.839,1043.87,"donc c'est pas juste une question de loi, c'est aussi une question à un","6IOUEJN6GRI","bfm"
389,1043.87,1045.319,"moment de choix d'application","6IOUEJN6GRI","bfm"
390,1045.319,1048.99,"et ben on va changer la loi si s'il y a une telle interprétation","6IOUEJN6GRI","bfm"
391,1048.99,1050.48,"possible qui choque à ce point les","6IOUEJN6GRI","bfm"
392,1050.48,1052.43,"Français et qui rend en effet qui vous a choqué vous","6IOUEJN6GRI","bfm"
393,1052.43,1054.2,"bah ça rend absurde un système de haute","6IOUEJN6GRI","bfm"
394,1054.2,1058.35,"sécurité si quelqu'un en effet peut dans la journée sortir et c'est même","6IOUEJN6GRI","bfm"
395,1058.35,1059.6,"insultant pour le travail des agents","6IOUEJN6GRI","bfm"
396,1059.6,1062.909,"pénitentiaires qui prennent des risques très importants contre ces personnes","6IOUEJN6GRI","bfm"
397,1062.909,1064.039,"potentiellement très dangereuses qui","6IOUEJN6GRI","bfm"
398,1064.039,1068.39,"sont d'ailleurs envoyé dans les prisons par avis du juge juge d'instruction, je","6IOUEJN6GRI","bfm"
399,1068.39,1070.08,"c'est pas le ministre de la justice qui","6IOUEJN6GRI","bfm"
400,1070.08,1074.549,"tout seul décide ses affectations, c'est le des services de renseignement, les","6IOUEJN6GRI","bfm"
401,1074.549,1076.679,"policiers gendarmes et les magistrats.","6IOUEJN6GRI","bfm"
402,1076.679,1080.07,"Donc c'est c'est quand même de ses collègues, des collègues qui le","6IOUEJN6GRI","bfm"
403,1080.07,1081.679,"décident. Bon, le juge d'application des","6IOUEJN6GRI","bfm"
404,1081.679,1084.669,"peines et ben cette décision a été confirmée, on appelle hein. Donc, il y a","6IOUEJN6GRI","bfm"
405,1084.669,1085.84,"eu deux décisions de justice qui","6IOUEJN6GRI","bfm"
406,1085.84,1088.95,"permettaient à cette personne de pouvoir avoir cet entretien. Ben, on va changer","6IOUEJN6GRI","bfm"
407,1088.95,1091.36,"la loi si la loi permet cet entretien.","6IOUEJN6GRI","bfm"
408,1091.36,1094.909,"Et cette loi, elle va permettre en effet de faire un parallèle entre ce que nous","6IOUEJN6GRI","bfm"
409,1094.909,1097.72,"faisons contre l'activité terroriste et","6IOUEJN6GRI","bfm"
410,1097.72,1100.669,"les activités narcotrafiques. Le narcotrafic tue parfois même beaucoup","6IOUEJN6GRI","bfm"
411,1100.669,1102.799,"plus que le terrorisme en France. Alors","6IOUEJN6GRI","bfm"
412,1102.799,1106.31,"évidemment, c'est très choquant ce que je peux dire, mais tous les jours, il y","6IOUEJN6GRI","bfm"
413,1106.31,1109.12,"a des tentatives de meurtre, il y a des","6IOUEJN6GRI","bfm"
414,1109.12,1113.59,"corruptions. Le nombre de morts qui est le problème, c'est je ne compare pas","6IOUEJN6GRI","bfm"
415,1113.59,1116.12,"évidemment les choses, mais c'est aussi","6IOUEJN6GRI","bfm"
416,1116.12,1118.51,"la puissance de ce que ça dit de notre société.","6IOUEJN6GRI","bfm"
417,1118.51,1119.799,"Oui. Ben, je pense que quand une jeune","6IOUEJN6GRI","bfm"
418,1119.799,1123.63,"fille qui révise toute seule dans un immeuble à Marseille se prend une balle","6IOUEJN6GRI","bfm"
419,1123.63,1124.52,"perdue,","6IOUEJN6GRI","bfm"
420,1124.52,1127.51,"je pense que ça touche aussi notre société très profondément. Je pense que","6IOUEJN6GRI","bfm"
421,1127.51,1129.76,"quand le frère de quelqu'un qui est un","6IOUEJN6GRI","bfm"
422,1129.76,1133.51,"lanceur d'alerte écologiste est assassiné de plusieurs balles dans la","6IOUEJN6GRI","bfm"
423,1133.51,1135.64,"tête devant sa mère, je pense que ça dit","6IOUEJN6GRI","bfm"
424,1135.64,1138.39,"quelque chose d'autre société et donc moi je ne peux pas être quelqu'un qui","6IOUEJN6GRI","bfm"
425,1138.39,1139.36,"dit bon c'est comme ça et puis c'est","6IOUEJN6GRI","bfm"
426,1139.36,1143.47,"tout le narcotrafic est une menace pour la sécurité intérieure de notre pays","6IOUEJN6GRI","bfm"
427,1143.47,1145.28,"ce meurtre vous évoquez le meurtre du","6IOUEJN6GRI","bfm"
428,1145.28,1148.95,"frère d'amine Kessassi c'était il y a bientôt un mois pour vous c'est un c'est","6IOUEJN6GRI","bfm"
429,1148.95,1151.6,"un tournant est-ce qu'il s'agit en effet","6IOUEJN6GRI","bfm"
430,1151.6,1156.35,"d'une forme de terrorisme au sens terroriser tous ceux qui voudraient","6IOUEJN6GRI","bfm"
431,1156.35,1157.24,"parler","6IOUEJN6GRI","bfm"
432,1157.24,1159.35,"remettre de leert. Est-ce qu'il y a de cela ?","6IOUEJN6GRI","bfm"
433,1159.35,1161.64,"Mais c'est incontestable que dans l'acte","6IOUEJN6GRI","bfm"
434,1161.64,1165.99,"de terreur, il y a l'assassinat, il y a la démonstration qu'on s'en prend pas","6IOUEJN6GRI","bfm"
435,1165.99,1168.039,"simplement à celui qui tient le point de","6IOUEJN6GRI","bfm"
436,1168.039,1171.47,"ou à celui qui veut réconquérir votre territoire. Jusqu'à présent, c'était un","6IOUEJN6GRI","bfm"
437,1171.47,1173.039,"peu ça. Moi, j'ai souvent entendu bah il","6IOUEJN6GRI","bfm"
438,1173.039,1175.95,"se tuent entre eux. J'ai trouvé une phrase que j'ai détesté parce que on","6IOUEJN6GRI","bfm"
439,1175.95,1177.799,"voit bien que ensuite","6IOUEJN6GRI","bfm"
440,1177.799,1180.47,"dans ce cas-là ça nous au fond finalement bon bah ça nous regarde pas","6IOUEJN6GRI","bfm"
441,1180.47,1180.799,"quoi","6IOUEJN6GRI","bfm"
442,1180.799,1183.909,"mais pendant longtemps je pense que les gouvernements","6IOUEJN6GRI","bfm"
443,1183.909,1185.32,"quel qu'ils soit se sont dit bon bah","6IOUEJN6GRI","bfm"
444,1185.32,1189.59,"voilà ce ce dérèglement entre voyou mais on voit bien qu'aujourd'hui ça touche","6IOUEJN6GRI","bfm"
445,1189.59,1191.72,"des lanceurs d'alerte des journalistes","6IOUEJN6GRI","bfm"
446,1191.72,1194.99,"il y a en Belgique et au Pays-Bas des avocats de de vos confrères qui font des","6IOUEJN6GRI","bfm"
447,1194.99,1198.039,"enquêtes sur les mafias qui sont même","6IOUEJN6GRI","bfm"
448,1198.039,1202.029,"assassinés dans les rues d'Amsterdam, de Rotterdam ou de ou de Bruxelles. Il y a","6IOUEJN6GRI","bfm"
449,1202.029,1204.32,"des magistrats qui sont assassinés et et","6IOUEJN6GRI","bfm"
450,1204.32,1208.39,"il y a, on le sait, une volonté de lutter contre même l'autorité de l'État.","6IOUEJN6GRI","bfm"
451,1208.39,1210.28,"Donc oui, c'est un acte de terreur. Il y","6IOUEJN6GRI","bfm"
452,1210.28,1213.95,"a le mot que vous avez lâché, corruption. Vous l'avez dit à deux","6IOUEJN6GRI","bfm"
453,1213.95,1216.2,"reprises spontanément depuis le début de","6IOUEJN6GRI","bfm"
454,1216.2,1220.789,"cet entretien. Deux jeunes agentes administratives, on l'a appris il y a de","6IOUEJN6GRI","bfm"
455,1220.789,1222.12,"jours du Tribunal Judiciaire de","6IOUEJN6GRI","bfm"
456,1222.12,1226.95,"Marseille, ont été mises en examen pour la consultation illégale de fichiers","6IOUEJN6GRI","bfm"
457,1226.95,1228.96,"qu'ensuite elle monillait plus ou moins","6IOUEJN6GRI","bfm"
458,1228.96,1232.19,"à un interlocuteur qui était proche de la DZ Mafia. Est-ce que ça veut dire que","6IOUEJN6GRI","bfm"
459,1232.19,1235.36,"désormais l'État est corrompu ? L'État","6IOUEJN6GRI","bfm"
460,1235.36,1238.59,"n'est pas corrompu, mais l'État doit lutter contre la corruption de certains","6IOUEJN6GRI","bfm"
461,1238.59,1240.48,"de ces agents parce qu'ils mettent en","6IOUEJN6GRI","bfm"
462,1240.48,1243.669,"danger d'ailleurs les autres agents. Euh, c'est vrai dans l'administration","6IOUEJN6GRI","bfm"
463,1243.669,1245.12,"pénitentiaire, c'est vrai dans la","6IOUEJN6GRI","bfm"
